item_code,item_name,bedroom,bathroom,area,direction,address,total_price,unit_price,gross_unit_price,payment,property_Phòng ngủ,property_Phòng tắm,property_Diện tích sử dụng,property_Hướng,property_Hiện trạng nhà,property_Giấy tờ,property_Chiều dài,property_Chiều rộng,property_Diện tích đất,property_Độ rộng hẻm,property_Kết cấu nhà,property_Năm xây dựng,property_Độ rộng mặt tiền đường,utility_Na,"utility_Gần chợ, siêu thị",utility_Gần trường học,utility_Di chuyển thuận tiện ra trung tâm,utility_Thiết kế thông thoáng,"utility_Khu vực an ninh, yên tĩnh",utility_Gần mặt tiền đường,utility_Gần bệnh viện,"utility_Gần công viên, trung tâm",utility_Sân để xe rộng rãi,utility_Hẻm thông,utility_Cần bán gấp,utility_Nở hậu,utility_2 Mặt hẻm,utility_2 Mặt đường chính
51472,"Bán Căn Hộ Chung cư Quận 5 - Tầng 4 - Sổ hồng riêng chính chủ  - Pháp lý minh bạch, rõ ràng",2,1,50 m²,T.Nam,"Đ.Phùng Hưng, P.13, Q.5, Hồ Chí Minh","1,9 tỷ",,38 triệu/m²,"19,61 triệu/tháng",2,1,50 m²,T.Nam,Đang cho thuê,Sổ hồng,12.5 m,4 m,,,,,,,True,True,,,,,,,,,,,,
396984,Bán căn hộ cao cấp 2PN tại chung cư Conic Garden - Bình Chánh.,2,1,60 m²,Đông,"Đ.Số 3B, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,9 tỷ",,"31,6 triệu/m²","19,61 triệu/tháng",2,1,60 m²,Đông,,Sổ hồng,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,
395953,"Bán căn hộ offitcetel Sunrise Cityview 38m2, 1pn-1wc - Full nội thất - Phường Tân Hưng - Quận 7",1,1,38 m²,,"Đ.Nguyễn Hữu Thọ, P.Tân Hưng, Q.7, Hồ Chí Minh","1,9 tỷ",,50 triệu/m²,"19,61 triệu/tháng",1,1,38 m²,,,,,,,,,,,True,,,,,,,,,,,,,,
411361,Bán căn hộ Officetel Quận Bình Thạnh - Chung cư The Manor - Căn góc view đẹp,,1,33.33 m²,,"Đ.Nguyễn Hữu Cảnh, P.22, Q.Bình Thạnh, Hồ Chí Minh","1,9 tỷ",,57 triệu/m²,"19,61 triệu/tháng",,1,33.33 m²,,,,,,,,,,,,True,True,True,True,,True,,True,,,,,,
263600,Bán nhà riêng Phường 15 Quận 8 - Sổ hồng riêng chính chủ,2,2,28.5 m²,Đ.Bắc,"Đ.Lưu Hữu Phước, P.15, Q.8, Hồ Chí Minh","1,9 tỷ","63,5 triệu/m²","66,6 triệu/m²","19,61 triệu/tháng",2,2,24.2 m²,Đ.Bắc,Đang cho thuê,Sổ hồng,3.57 m,7.9 m,28.5 m²,2 m,1 trệt + 1 lầu,,,,True,True,,,,True,,,,,,,,
327276,Bán nhà riêng hẻm Quận 12 - Cách chợ Hiệp Thành chỉ 650m,2,2,17.5 m²,Bắc,"Đ.Hiệp Thành 17, P.Hiệp Thành, Q.12, Hồ Chí Minh","1,9 tỷ","103,4 triệu/m²","108,5 triệu/m²","19,61 triệu/tháng",2,2,24.1 m²,Bắc,,Sổ hồng,5.55 m,3.15 m,17.5 m²,2 m,1 trệt + 1 lầu,,,,True,True,,True,True,True,,,,,,,,
244552,Bán căn hộ 3 phòng ngủ chung cư An Hòa 2 Quận 7,3,2,77.4 m²,,"Đ.Số 14, P.Tân Thuận Đông, Q.7, Hồ Chí Minh","1,9 tỷ",,"24,5 triệu/m²","19,61 triệu/tháng",3,2,77.4 m²,,Đang cho thuê,Sổ hồng,,,,,,,,,True,True,True,True,True,,True,True,True,,,,,
357029,BÁN NHÀ HẺM XE HƠI TRUNG TÂM THỊ TRẤN NHÀ BÈ ,1,1,17 m²,Đ.Bắc,"Đ.Đặng Nhữ Lâm, Thị trấn Nhà Bè, H.Nhà Bè, Hồ Chí Minh","1,9 tỷ","106,7 triệu/m²","111,7 triệu/m²","19,61 triệu/tháng",1,1,25.5 m²,Đ.Bắc,Đang ở,Sổ hồng,6.65 m,3.85 m,17 m²,4.5 m,"1 trệt, 1 lửng",,,,True,True,True,True,True,True,True,True,True,,,,,
390939,Bán căn hộ cao cấp 2PN tại chung cư Lovera Vista - Bình Chánh,2,1,53 m²,,"Đ.số 19, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,9 tỷ",,"35,8 triệu/m²","19,61 triệu/tháng",2,1,53 m²,,,,,,,,,,,,True,True,,True,,True,,,,,,,,
411216,"Bán nhà hẻm Phường 6, Quận 8 - Cách Chợ Bình An 400m",1,2,14.9 m²,Đ.Bắc,"Đ.Phạm Thế Hiển, P.6, Q.8, Hồ Chí Minh","1,9 tỷ","120,1 triệu/m²","127,5 triệu/m²","19,61 triệu/tháng",1,2,29.8 m²,Đ.Bắc,,Sổ hồng,5.27 m,4.58 m,14.9 m²,1.44 m,1 trệt + 1 lầu,,,,True,True,True,,True,True,,,,,,,,
116688,"Bán căn hộ chung cư La Astoria 3 phường Bình Trưng Tây, quận 2. Giao dịch nhanh chóng, nhận nhà ngay.",1,1,60 m²,,"Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh","1,9 tỷ",,"31,6 triệu/m²","19,61 triệu/tháng",1,1,60 m²,,,,,,,,,,,True,,,,,,,,,,,,,,
390939,Bán căn hộ cao cấp 2PN tại chung cư Lovera Vista - Bình Chánh,2,1,53 m²,,"Đ.số 19, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,9 tỷ",,"35,8 triệu/m²","19,61 triệu/tháng",2,1,53 m²,,,,,,,,,,,,True,True,,True,,True,,,,,,,,
416930,Bán căn hộ chung cư dự án Vinhome Grand Park Quận 9,1,1,33.1 m²,T.Bắc,"Đ.Nguyễn Xiển, P.Long Bình, Q.9, Hồ Chí Minh","1,9 tỷ",,"57,4 triệu/m²","19,61 triệu/tháng",1,1,33.1 m²,T.Bắc,,,,,,,,,,True,,,,,,,,,,,,,,
312679,Bán Căn Hộ 3 Phòng Ngủ Chung Cư Hoàng Kim Huỳnh Tấn Phát Quận 7 ,3,2,92.7 m²,Nam,"Đ.Huỳnh Tấn Phát, P.Tân Thuận Đông, Q.7, Hồ Chí Minh","1,9 tỷ",,"20,4 triệu/m²","19,61 triệu/tháng",3,2,92.7 m²,Nam,Đang cho thuê,,,,,,,,,,True,True,True,,True,True,,True,,,True,,,
254946,Bán căn hộ Khang Gia Quân Gò Vấp,3,2,92 m²,,"Đ.số 45, P.14, Q.Gò Vấp, Hồ Chí Minh","1,9 tỷ",,"20,6 triệu/m²","19,61 triệu/tháng",3,2,92 m²,,,,,,,,,,,,True,,True,True,True,,,,,,,,,
77366,Bán nhà căn góc 2 mặt hẻm Quận 12 - Cách 800m tới chợ Tân Chánh Hiệp,2,2,14.2 m²,Đông,"Đ.Tân Chánh Hiệp 34, P.Tân Chánh Hiệp, Q.12, Hồ Chí Minh","1,9 tỷ","126,4 triệu/m²","133,8 triệu/m²","19,61 triệu/tháng",2,2,28.4 m²,Đông,,Sổ hồng,5.84 m,5 m,14.2 m²,2 m,1 trệt + 1 lầu,,,,True,True,True,,True,True,,,,,,,,
351956,Bán nhà riêng diện tích 58.1m2 Xuân Thới Sơn Huyện Hóc Môn,3,2,58.1 m²,T.Nam,"Đ.Ấp 6, X.Xuân Thới Sơn, H.Hóc Môn, Hồ Chí Minh","1,9 tỷ","29,7 triệu/m²","32,7 triệu/m²","19,61 triệu/tháng",3,2,47.1 m²,T.Nam,,Sổ hồng,13.8 m,4.2 m,58.1 m²,2 m,"1 trệt, 1 lửng",,,,True,True,,,,True,,,,,,,,
410590,Nhà hẻm khu dân cư an ninh trung tâm Hóc Môn,1,1,24.6 m²,Bắc,"Đ.Nguyễn Thị Huê, X.Bà Điểm, H.Hóc Môn, Hồ Chí Minh","1,9 tỷ","73,8 triệu/m²","77,2 triệu/m²","19,61 triệu/tháng",1,1,24.6 m²,Bắc,Đang ở,Sổ hồng,6.97 m,4 m,24.6 m²,2 m,"1 trệt, 1 gác suốt",,,True,,,,,,,,,,,,,,
411210,Bán nhà riêng Quận Tân Bình - Gần chợ và bệnh viện,,2,14.1 m²,Đ.Bắc,"Đ.Trần Văn Quang, P.10, Q.Tân Bình, Hồ Chí Minh","1,9 tỷ","128,3 triệu/m²","134,7 triệu/m²","19,61 triệu/tháng",,2,24.5 m²,Đ.Bắc,,Sổ hồng,7.5 m,2.25 m,14.1 m²,2.2 m,1 trệt + 1 lầu,,,,True,True,True,True,,,,,,,,,,
394292,Bán nhà HXH Quận Tân Phú - Khu dân cư an ninh ,2,1,9.4 m²,Đông,"Đ.Lê Ngã, P.Phú Trung, Q.Tân Phú, Hồ Chí Minh","1,9 tỷ","192,6 triệu/m²","202,1 triệu/m²","19,61 triệu/tháng",2,1,23.1 m²,Đông,Đang ở,Sổ hồng,5.17 m,1.85 m,9.4 m²,5.3 m,1 trệt + 2 lầu,,,,True,True,,,,,,,,,,,,
377686,Bán căn hộ Officetel Lavita Charm phường Trường Thọ Thành Phố Thủ Đức,1,1,51 m²,Đông,"Đ.Số 1, P.Trường Thọ, Q.Thủ Đức, Hồ Chí Minh","1,9 tỷ",,"37,2 triệu/m²","19,61 triệu/tháng",1,1,51 m²,Đông,,,,,,,,,,True,,,,,,,,,,,,,,
389765,Bán căn hộ cao cấp và sang trọng tại The Mansion - Bình Chánh,2,2,83 m²,Đ.Bắc,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,9 tỷ",,"22,8 triệu/m²","19,61 triệu/tháng",2,2,83 m²,Đ.Bắc,,Sổ hồng,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,
401720,"Bán căn hộ 2 phòng ngủ dự án Dream Home Riverside Phường 16, Quận 8",2,2,64.68 m²,,"Đ.Võ Văn Kiệt, P.16, Q.8, Hồ Chí Minh","1,9 tỷ",,"29,3 triệu/m²","19,61 triệu/tháng",2,2,64.68 m²,,,,,,,,,,,,True,True,True,True,,True,,True,,,,,,
255489,"Bán căn Officetel, nội thất được trang bị đầy đủ, chung cư The Sun Avenue, phường An Phú, Quận 2",1,1,39.52 m²,T.Bắc,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh","1,9 tỷ",,48 triệu/m²,"19,61 triệu/tháng",1,1,39.52 m²,T.Bắc,Đang cho thuê,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
183484,"Chủ bán căn Officetel The Sun Avenue, phường An Phú, Quận 2.",1,1,34.38 m²,Đ.Bắc,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh","1,9 tỷ",,"55,2 triệu/m²","19,61 triệu/tháng",1,1,34.38 m²,Đ.Bắc,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
219096,Bán căn hộ chính chủ dự án Citi Soho phường Cát Lái quận 2.,2,1,51 m²,Đ.Nam,"Đ.số 35 - CL, P.Cát Lái, Q.2, Hồ Chí Minh","1,9 tỷ",,"37,2 triệu/m²","19,61 triệu/tháng",2,1,51 m²,Đ.Nam,,,,,,,,,,,True,True,,,True,,,True,,,True,,,
413313,Bán căn hộ chung cư Nhất Lan Phường Tân Tạo Quận Bình Tân,2,2,71.2 m²,,"Đ.Số 54, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh","1,92 tỷ",,"26,9 triệu/m²","19,82 triệu/tháng",2,2,71.2 m²,,Đang ở,Sổ hồng,,,71.2 m²,,,,,True,,,,,,,,,,,,,,
395113,Bán Căn Hộ Officetel Sunrise City View Phường Tân Hưng - Quận 7,1,1,34.3 m²,,"Đ.Nguyễn Hữu Thọ, P.Tân Hưng, Q.7, Hồ Chí Minh","1,92 tỷ",,"55,9 triệu/m²","19,82 triệu/tháng",1,1,34.3 m²,,,,,,,,,,,,True,True,,,,True,,,,,,,,
420150,Bán căn hộ Huyện Bình Chánh - Chung cư Lovera Vista Khang Điền - Đã có sổ hồng,1,1,48.7 m²,Đ.Nam,"Đ.Số 2, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,92 tỷ",,"39,4 triệu/m²","19,82 triệu/tháng",1,1,48.7 m²,Đ.Nam,Đang cho thuê,Sổ hồng,,,,,,,,,True,True,,True,True,,,,,,,,,
240606,Bán căn hộ 1 phòng ngủ+ chung cư Vinhomes Grand Park - View hướng Tây Nam,1,1,51.7 m²,T.Nam,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh","1,92 tỷ",,"37,1 triệu/m²","19,82 triệu/tháng",1,1,51.7 m²,T.Nam,,,8 m,7 m,51.7 m²,,,,,,,,True,True,,True,,True,True,,,,,
149599,Bán nhà nguyên căn khu vực phường 1 Quận Bình Thạnh,2,2,13 m²,Bắc,"Đ.Đinh Tiên Hoàng, P.1, Q.Bình Thạnh, Hồ Chí Minh","1,93 tỷ","141,7 triệu/m²","148,4 triệu/m²","19,92 triệu/tháng",2,2,26 m²,Bắc,,Sổ hồng,4.89 m,2.7 m,13 m²,2 m,1 trệt + 1 lầu,,,,True,,True,,,,,True,True,,,,,
348296,Căn hộ có gác lửng trung tâm quận 1,1,1,40 m²,,"Đ.Nguyễn Thái Bình, P.Nguyễn Thái Bình, Q.1, Hồ Chí Minh","1,95 tỷ",,"48,7 triệu/m²","20,13 triệu/tháng",1,1,40 m²,,Đang ở,Sổ hồng,,,40 m²,,,,,True,,,,,,,,,,,,,,
403903,Bán căn hộ City Soho P. Cát Lát Quận 2 - Căn hộ Góc - Đầy đủ nội thất cao cấp,2,2,54.7 m²,,"Đ.Nguyễn Thị Định, P.Cát Lái, Q.2, Hồ Chí Minh","1,95 tỷ",,"35,6 triệu/m²","20,13 triệu/tháng",2,2,54.7 m²,,,,,,60.1 m²,,,,,True,,,,,,,,,,,,,,
348173,"Bán căn hộ 2 phòng ngủ, Chung cư Imperial Place, An Lạc, Bình Tân - Tầng 04",2,1,56 m²,Tây,"Đ.Kinh Dương Vương, P.An Lạc, Q.Bình Tân, Hồ Chí Minh","1,95 tỷ",,"34,8 triệu/m²","20,13 triệu/tháng",2,1,56 m²,Tây,,,,,,,,,,,True,True,,True,,True,True,True,True,,,,,
201515,"Bán Đất hẻm thông thoáng, xã Phú Xuân, Huyện Nhà Bè",,,57 m²,T.Nam,"Đ.Huỳnh Tấn Phát, X.Phú Xuân, H.Nhà Bè, Hồ Chí Minh","1,95 tỷ",,"34,2 triệu/m²","20,13 triệu/tháng",,,,T.Nam,,Sổ hồng,11.91 m,4.89 m,57 m²,3.07 m,,,,,True,True,True,,True,True,,,,,,,,
388588,Bán căn hộ 3PN chung cư Huỳnh Văn Chính II quận Tân Phú,3,1,79.2 m²,T.Nam,"Đ.Khuông Việt, P.Phú Trung, Q.Tân Phú, Hồ Chí Minh","1,95 tỷ",,"24,6 triệu/m²","20,13 triệu/tháng",3,1,79.2 m²,T.Nam,Đang ở,Sổ hồng,,,,,,,,,True,True,True,True,,,,,,,,,,
412724,Bán căn hộ chung cư Thế Kỷ 21 Phường 25 Quận Bình Thạnh,1,1,48 m²,,"Đ.Ung Văn Khiêm, P.25, Q.Bình Thạnh, Hồ Chí Minh","1,95 tỷ",,"40,6 triệu/m²","20,13 triệu/tháng",1,1,48 m²,,,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
412888,Bán nhà hẻm an ninh Phường Bình Trị Đông Quận Bình Tân,3,2,21.6 m²,Đ.Nam,"Đ.Đình Nghi Xuân, P.Bình Trị Đông, Q.Bình Tân, Hồ Chí Minh","1,95 tỷ","77,5 triệu/m²","90,2 triệu/m²","20,13 triệu/tháng",3,2,64.8 m²,Đ.Nam,Đang ở,Sổ hồng,7.1 m,3 m,21.6 m²,2 m,1 trệt + 2 lầu,,,True,,,,,,,,,,,,,,
347243,Bán căn góc 3PN tại chung cư Topaz Home Quận 12 - Full nội thất - Tầng 9,3,2,69 m²,Đông,"Đ.Phan Văn Hớn, P.Tân Thới Nhất, Q.12, Hồ Chí Minh","1,95 tỷ",,"28,2 triệu/m²","20,13 triệu/tháng",3,2,69 m²,Đông,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,
410303,"Chính chủ cần bán căn hộ Flora Fuji, Phường Phước Long B, Thành Phố Thủ Đức.",1,1,53.09 m²,,"Đ.D1, P.Phước Long B, Q.9, Hồ Chí Minh","1,95 tỷ",,"36,7 triệu/m²","20,13 triệu/tháng",1,1,53.09 m²,,,,,,55.79 m²,,,,,,True,True,,,,,,,,,,,,
172395,"Cần bán gấp căn hộ 2 phòng ngủ dự án CitiHome phường Cát Lái, quận 2.",2,2,64.3 m²,T.Nam,"Đ.số 35 - CL, P.Cát Lái, Q.2, Hồ Chí Minh","1,95 tỷ",,"30,3 triệu/m²","20,13 triệu/tháng",2,2,64.3 m²,T.Nam,Đang cho thuê,,,,,,,,,,True,True,,,,,,True,,,True,,,
390518,Bán căn hộ cao cấp 1PN tại chung cư Lovera Vista - Bình Chánh.,1,1,52 m²,Bắc,"Đ.số 19, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,95 tỷ",,"37,5 triệu/m²","20,13 triệu/tháng",1,1,52 m²,Bắc,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,
389213,Bán căn hộ cao cấp 1PN tại chung cư Lovera Vista - Bình Chánh.,1,1,48.57 m²,,"Đ.số 19, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,95 tỷ",,"40,1 triệu/m²","20,13 triệu/tháng",1,1,48.57 m²,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,
386883,Bán căn hộ officetel 41.95m2 tại chung cư SaiGon Mia - Bình Chánh,,,41.95 m²,,"Đ.Số 9A, X.Bình Hưng, H.Bình Chánh, Hồ Chí Minh","1,95 tỷ",,"46,4 triệu/m²","20,13 triệu/tháng",,,41.95 m²,,,,,,,,,,,,True,True,True,,,,,,True,,,,,
366361,Bán căn hộ Officetel tầng cao Sky Center quận Tân Bình,1,1,36 m²,,"Đ.Phổ Quang, P.2, Q.Tân Bình, Hồ Chí Minh","1,95 tỷ",,"54,1 triệu/m²","20,13 triệu/tháng",1,1,36 m²,,Đang ở,,,,,,,,,True,,,,,,,,,,,,,,
172395,"Cần bán gấp căn hộ 2 phòng ngủ dự án CitiHome phường Cát Lái, quận 2.",2,2,64.3 m²,T.Nam,"Đ.số 35 - CL, P.Cát Lái, Q.2, Hồ Chí Minh","1,95 tỷ",,"30,3 triệu/m²","20,13 triệu/tháng",2,2,64.3 m²,T.Nam,Đang cho thuê,,,,,,,,,,True,True,,,,,,True,,,True,,,
246820,"Cần bán căn Officetel thô, chung cư The Sun Avenue, phường An Phú, Quận 2.",1,1,33.58 m²,Đ.Bắc,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh","1,95 tỷ",,58 triệu/m²,"20,13 triệu/tháng",1,1,33.58 m²,Đ.Bắc,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
245527,"Bán căn Officetel, chung cư The Sun Avenue, phường An Phú, Quận 2",1,1,34.02 m²,Đ.Nam,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh","1,95 tỷ",,"57,3 triệu/m²","20,13 triệu/tháng",1,1,34.02 m²,Đ.Nam,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
267169,"Bán căn Officetel, tầng cao view đẹp, chung cư The Sun Avenue, phường An Phú, Quận 2.",1,1,31.41 m²,Đ.Nam,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh","1,95 tỷ",,62 triệu/m²,"20,13 triệu/tháng",1,1,31.41 m²,Đ.Nam,Đang cho thuê,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
350156,"D-Vela Bán căn hộ chung cư Quận 7 - Phường Phú Thuận - Căn hộ 1 phòng ngủ, full nội thất.",1,1,53.3 m²,Đông,"Đ.Huỳnh Tấn Phát, P.Phú Thuận, Q.7, Hồ Chí Minh","1,95 tỷ",,"36,5 triệu/m²","20,13 triệu/tháng",1,1,53.3 m²,Đông,,,,,,,,,,True,,,,,,,,,,,,,,
346912,Bán nhà riêng Quận 8 - Gần chợ và trường học,1,2,15.7 m²,Đ.Bắc,"Đ.Lưu Hữu Phước, P.15, Q.8, Hồ Chí Minh","1,95 tỷ","116,8 triệu/m²","124,2 triệu/m²","20,13 triệu/tháng",1,2,31.4 m²,Đ.Bắc,,Sổ hồng,5.83 m,3.89 m,15.7 m²,2.7 m,1 trệt + 1 lầu,,,,True,True,True,,,True,,,,,,,,
390290,Bán nhà hẻm an ninh Vĩnh Viễn P4 Q10 - Nhà phù hợp gia đình nhỏ,1,2,15.4 m²,Đ.Nam,"Đ.Vĩnh Viễn, P.4, Q.10, Hồ Chí Minh","1,95 tỷ","119,9 triệu/m²","126,6 triệu/m²","20,13 triệu/tháng",1,2,27.8 m²,Đ.Nam,,Sổ hồng,8.4 m,2 m,15.4 m²,2 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
143787,Bán nhà Quận Gò Vấp - Hẻm an ninh 2m - Nhà mới đẹp vào ở ngay,2,2,16.5 m²,Đông,"Đ.Huỳnh Văn Nghệ, P.12, Q.Gò Vấp, Hồ Chí Minh","1,95 tỷ","111,4 triệu/m²","118,1 triệu/m²","20,13 triệu/tháng",2,2,33 m²,Đông,,Sổ hồng,12 m,3.32 m,16.5 m²,2 m,1 trệt + 1 lầu,,,,True,True,,,True,,,,,,,,,
368124,Bán căn hộ chung cư Bàu Cát 2 - Block E - quận Tân Bình,1,1,38.1 m²,,"Đ.Thái Thị Nhạn, P.10, Q.Tân Bình, Hồ Chí Minh","1,95 tỷ",,"51,1 triệu/m²","20,13 triệu/tháng",1,1,38.1 m²,,Đang ở,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
417944,Bán đất nền Huyện Bình Chánh - Sổ hồng riêng chính chủ - Khu dân cư an ninh,,,85 m²,Đ.Nam,"Đê bao Rạch Già, X.Tân Quý Tây, H.Bình Chánh, Hồ Chí Minh","1,95 tỷ",,"22,9 triệu/m²","20,13 triệu/tháng",,,,Đ.Nam,,Sổ hồng,17 m,5 m,85 m²,4 m,,,,,True,True,,,True,True,,,,,,,,
391168,Bán căn hộ 2 phòng ngủ 68m2 chung cư Heaven Riverview (Mỹ Phúc) Phường 16 - Quận 8 ,2,1,68 m²,Đông,"Đ.Phạm Đức Sơn, P.16, Q.8, Hồ Chí Minh","1,95 tỷ",,"28,6 triệu/m²","20,13 triệu/tháng",2,1,68 m²,Đông,,,,,,,,,,,True,True,True,True,True,,True,True,,,,,,
413660,BÁN CĂN HỘ 3 PHÒNG NGỦ CHUNG CƯ VISION QUẬN BÌNH TÂN ,3,2,77.89 m²,,"Đ.Trần Đại Nghĩa, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh","1,95 tỷ",,25 triệu/m²,"20,13 triệu/tháng",3,2,77.89 m²,,Đang ở,,,,,,,,,,True,True,True,True,True,,True,True,,,,,,
352770,"Bán nhà Đẹp gần chợ Bình Chánh (300m) Xã Bình Chánh, Huyện Bình Chánh - Hướng Nam",2,2,48.9 m²,Nam,"Đ.Ấp 1, X.Bình Chánh, H.Bình Chánh, Hồ Chí Minh","1,95 tỷ","32,3 triệu/m²","39,8 triệu/m²","20,13 triệu/tháng",2,2,86.7 m²,Nam,,Sổ hồng,11.8 m,4.16 m,48.9 m²,2 m,"1 trệt, 1 tầng thượng + 1 lầu",,,,True,True,True,,,True,,,,,,,,
384967,Bán Căn Hộ Cao Cấp Tại Tecco Town Quận Bình Tân,2,2,81.8 m²,T.Nam,"Đ.Nguyễn Cửu Phú, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh","1,95 tỷ",,"23,8 triệu/m²","20,13 triệu/tháng",2,2,81.8 m²,T.Nam,Đang ở,,,,,,,,,True,,,,,,,,,,,,,,
276039,Bán nhà riêng Phường 15 Quận 8 - Sổ hồng riêng chính chủ,2,3,22.4 m²,T.Nam,"Đ.Mễ Cốc, P.15, Q.8, Hồ Chí Minh","1,95 tỷ","74,3 triệu/m²",87 triệu/m²,"20,13 triệu/tháng",2,3,67.2 m²,T.Nam,,Sổ hồng,7 m,3.2 m,22.4 m²,2 m,1 trệt + 2 lầu,,,,True,True,,,True,,,,,,,,,
101978,Nhà bán hẻm ba gác yên tĩnh quận Tân Phú khu dân trí cao,1,1,23.5 m²,Đ.Nam,"Đ.Huỳnh Văn Chính, P.Phú Trung, Q.Tân Phú, Hồ Chí Minh","1,95 tỷ",80 triệu/m²,"82,9 triệu/m²","20,13 triệu/tháng",1,1,20.5 m²,Đ.Nam,,Sổ hồng,8.2 m,2.5 m,23.5 m²,2.2 m,1 trệt + 1 lầu,,,,True,True,True,,True,,True,True,,,,,,
125389,"Bán nhà Quận 7, Nhà đẹp vào ở ngay",1,1,16.9 m²,Nam,"Đ.Lê Văn Lương, P.Tân Hưng, Q.7, Hồ Chí Minh","1,95 tỷ","107,8 triệu/m²","115,3 triệu/m²","20,13 triệu/tháng",1,1,38 m²,Nam,Đang cho thuê,Sổ hồng,3.9 m,4.3 m,16.9 m²,3 m,1 trệt + 1 lầu,,,,True,,True,,True,,True,,,,,,,
413404,"Bán căn hộ cao ốc An Bình Phường Phú Thọ Hòa Quận Tân Phú - Căn hộ góc, view thông thoáng",2,2,78 m²,T.Nam,"Đ.Lũy Bán Bích, P.Phú Thọ Hòa, Q.Tân Phú, Hồ Chí Minh","1,95 tỷ",,25 triệu/m²,"20,13 triệu/tháng",2,2,78 m²,T.Nam,Đang ở,,,,,,,,,True,,,,,,,,,,,,,,
389977,Bán căn hộ 2PN chung cư Topaz Celadon City quận Tân Phú,2,1,51 m²,,"Đ.Bờ Bao Tân Thắng, P.Sơn Kỳ, Q.Tân Phú, Hồ Chí Minh","1,95 tỷ",,"38,2 triệu/m²","20,13 triệu/tháng",2,1,51 m²,,Đang cho thuê,,,,55.3 m²,,,,,,True,True,,True,,,True,True,,,,,,
148714,"Bán căn hộ tầng 1, Chung cư cũ 4/41 đường D1 ( phía sau tòa nhà Pearl Plaza)",1,1,21.6 m²,,"Đ.Nguyễn Văn Thương, P.25, Q.Bình Thạnh, Hồ Chí Minh","1,95 tỷ",,"90,2 triệu/m²","20,13 triệu/tháng",1,1,21.6 m²,,,Sổ hồng,,,,,,,,,True,,True,,,,,True,True,,,,,
413349,Bán căn hộ Officetel tầng cao Luxcity quận 7,,1,51.06 m²,,"Đ.Huỳnh Tấn Phát, P.Bình Thuận, Q.7, Hồ Chí Minh","1,95 tỷ",,"38,1 triệu/m²","20,13 triệu/tháng",,1,51.06 m²,,Đang cho thuê,,,,,,,,,True,,,,,,,,,,,,,,
183112,"Chủ bán căn La Astoria 1 phòng ngủ, căn góc view đẹp, phường Bình Trưng Tây, Quận 2.",1,1,45 m²,Đông,"Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh","1,95 tỷ",,"43,3 triệu/m²","20,13 triệu/tháng",1,1,45 m²,Đông,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
405584,Căn hộ thoáng mát Conic nội thất cơ bản,3,2,87.7 m²,,"Đ.Số 2, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,95 tỷ",,"22,2 triệu/m²","20,13 triệu/tháng",3,2,87.7 m²,,Đang cho thuê,Sổ hồng,,,,,,,,,True,,,,,,,,,,,,,
